1_id	1_span	1_anno_scriptorium:func	1_anno_scriptorium:lemma	1_anno_scriptorium:norm	1_anno_scriptorium:pos	1_meta_annis:doc	1_meta_annotation	1_meta_corpus	1_meta_version_date	1_meta_version_n	2_id	2_span	2_anno_scriptorium:func	2_anno_scriptorium:lemma	2_anno_scriptorium:norm	2_anno_scriptorium:pos
60987859	ⲡⲁⲩ Ⲗ ⲟⲥ	nsubj	ⲡⲁⲩⲗⲟⲥ	ⲡⲁⲩⲗⲟⲥ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60987859	ⲡⲁⲩ Ⲗ ⲟⲥ	nsubj	ⲡⲁⲩⲗⲟⲥ	ⲡⲁⲩⲗⲟⲥ	NPROP
60987890	ⲕⲣⲏⲧⲏ	nmod	ⲕⲣⲏⲧⲏ	ⲕⲣⲏⲧⲏ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60987890	ⲕⲣⲏⲧⲏ	nmod	ⲕⲣⲏⲧⲏ	ⲕⲣⲏⲧⲏ	NPROP
60988179	ⲉⲫⲉⲥⲟⲥ	obl	ⲉⲫⲉⲥⲟⲥ	ⲉⲫⲉⲥⲟⲥ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60988179	ⲉⲫⲉⲥⲟⲥ	obl	ⲉⲫⲉⲥⲟⲥ	ⲉⲫⲉⲥⲟⲥ	NPROP
60988260	ⲉⲫⲉⲥⲟⲥ	obl	ⲉⲫⲉⲥⲟⲥ	ⲉⲫⲉⲥⲟⲥ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60988260	ⲉⲫⲉⲥⲟⲥ	obl	ⲉⲫⲉⲥⲟⲥ	ⲉⲫⲉⲥⲟⲥ	NPROP
60988363	ⲓ̄ⲥ̄	appos	ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60988363	ⲓ̄ⲥ̄	appos	ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ	NPROP
60990964	ⲁⲇⲁⲙ	obl	ⲁⲇⲁⲙ	ⲁⲇⲁⲙ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60990964	ⲁⲇⲁⲙ	obl	ⲁⲇⲁⲙ	ⲁⲇⲁⲙ	NPROP
60991908	ⲓ̄ⲥ̄	appos	ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60991908	ⲓ̄ⲥ̄	appos	ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ	NPROP
60992221	ⲕⲁⲓ̈ⲛ	appos	ⲕⲁⲓⲛ	ⲕⲁⲓⲛ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60992221	ⲕⲁⲓ̈ⲛ	appos	ⲕⲁⲓⲛ	ⲕⲁⲓⲛ	NPROP
60992233	ⲁⲃⲉⲗ	conj	ⲁⲃⲉⲗ	ⲁⲃⲉⲗ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60992233	ⲁⲃⲉⲗ	conj	ⲁⲃⲉⲗ	ⲁⲃⲉⲗ	NPROP
60992395	ⲁⲃⲉⲗ	obl	ⲁⲃⲉⲗ	ⲁⲃⲉⲗ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60992395	ⲁⲃⲉⲗ	obl	ⲁⲃⲉⲗ	ⲁⲃⲉⲗ	NPROP
60992456	ⲕⲁ ⲓ̈ⲛ	obl	ⲕⲁⲓⲛ	ⲕⲁⲓⲛ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60992456	ⲕⲁ ⲓ̈ⲛ	obl	ⲕⲁⲓⲛ	ⲕⲁⲓⲛ	NPROP
60992517	ⲕⲁ ⲓ̈ⲛ	nmod	ⲕⲁⲓⲛ	ⲕⲁⲓⲛ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60992517	ⲕⲁ ⲓ̈ⲛ	nmod	ⲕⲁⲓⲛ	ⲕⲁⲓⲛ	NPROP
60992575	ⲁ ⲃⲉⲗ	nmod	ⲁⲃⲉⲗ	ⲁⲃⲉⲗ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60992575	ⲁ ⲃⲉⲗ	nmod	ⲁⲃⲉⲗ	ⲁⲃⲉⲗ	NPROP
60992619	ⲛⲱϩⲉ	conj	ⲛⲱϩⲉ	ⲛⲱϩⲉ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60992619	ⲛⲱϩⲉ	conj	ⲛⲱϩⲉ	ⲛⲱϩⲉ	NPROP
60992782	ⲛⲱ ϩⲉ	dislocated	ⲛⲱϩⲉ	ⲛⲱϩⲉ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60992782	ⲛⲱ ϩⲉ	dislocated	ⲛⲱϩⲉ	ⲛⲱϩⲉ	NPROP
60992895	ⲁⲃ ⲣⲁϩⲁⲙ	appos	ⲁⲃⲣⲁϩⲁⲙ	ⲁⲃⲣⲁϩⲁⲙ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60992895	ⲁⲃ ⲣⲁϩⲁⲙ	appos	ⲁⲃⲣⲁϩⲁⲙ	ⲁⲃⲣⲁϩⲁⲙ	NPROP
60993377	ⲁⲃⲣⲁϩⲁⲙ	nsubj	ⲁⲃⲣⲁϩⲁⲙ	ⲁⲃⲣⲁϩⲁⲙ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60993377	ⲁⲃⲣⲁϩⲁⲙ	nsubj	ⲁⲃⲣⲁϩⲁⲙ	ⲁⲃⲣⲁϩⲁⲙ	NPROP
60993577	ⲁⲃⲣⲁϩⲁⲙ	nsubj	ⲁⲃⲣⲁϩⲁⲙ	ⲁⲃⲣⲁϩⲁⲙ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60993577	ⲁⲃⲣⲁϩⲁⲙ	nsubj	ⲁⲃⲣⲁϩⲁⲙ	ⲁⲃⲣⲁϩⲁⲙ	NPROP
60993707	ⲁⲃⲓⲙⲉⲗⲉⲭ	conj	ⲁⲃⲓⲙⲉⲗⲉⲭ	ⲁⲃⲓⲙⲉⲗⲉⲭ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60993707	ⲁⲃⲓⲙⲉⲗⲉⲭ	conj	ⲁⲃⲓⲙⲉⲗⲉⲭ	ⲁⲃⲓⲙⲉⲗⲉⲭ	NPROP
60993756	ⲁⲃⲣⲁϩⲁⲙ	dislocated	ⲁⲃⲣⲁϩⲁⲙ	ⲁⲃⲣⲁϩⲁⲙ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60993756	ⲁⲃⲣⲁϩⲁⲙ	dislocated	ⲁⲃⲣⲁϩⲁⲙ	ⲁⲃⲣⲁϩⲁⲙ	NPROP
60993848	ⲗⲱⲧ	dislocated	ⲗⲱ	ⲗⲱⲧ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60993848	ⲗⲱⲧ	dislocated	ⲗⲱ	ⲗⲱⲧ	NPROP
60993925	ⲓⲟⲣⲇⲁⲛⲏⲥ	nmod	ⲓⲟⲣⲇⲁⲛⲏⲥ	ⲓⲟⲣⲇⲁⲛⲏⲥ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60993925	ⲓⲟⲣⲇⲁⲛⲏⲥ	nmod	ⲓⲟⲣⲇⲁⲛⲏⲥ	ⲓⲟⲣⲇⲁⲛⲏⲥ	NPROP
60994088	ⲥⲟⲇⲟⲙⲁ	nmod	ⲥⲟⲇⲟⲙⲁ	ⲥⲟⲇⲟⲙⲁ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60994088	ⲥⲟⲇⲟⲙⲁ	nmod	ⲥⲟⲇⲟⲙⲁ	ⲥⲟⲇⲟⲙⲁ	NPROP
60994097	ⲅⲟⲙⲟⲣⲣⲁ	conj	ⲅⲟⲙⲟⲣⲣⲁ	ⲅⲟⲙⲟⲣⲣⲁ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60994097	ⲅⲟⲙⲟⲣⲣⲁ	conj	ⲅⲟⲙⲟⲣⲣⲁ	ⲅⲟⲙⲟⲣⲣⲁ	NPROP
60994173	ⲓ̄ⲥⲁⲁⲕ	nmod	ⲓⲥⲁⲁⲕ	ⲓⲥⲁⲁⲕ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60994173	ⲓ̄ⲥⲁⲁⲕ	nmod	ⲓⲥⲁⲁⲕ	ⲓⲥⲁⲁⲕ	NPROP
60994276	ⲓ̄ⲁⲕⲱⲃ	dislocated	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60994276	ⲓ̄ⲁⲕⲱⲃ	dislocated	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP
60994325	ⲁⲃⲣⲁ ϩⲁⲙ	conj	ⲁⲃⲣⲁϩⲁⲙ	ⲁⲃⲣⲁϩⲁⲙ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60994325	ⲁⲃⲣⲁ ϩⲁⲙ	conj	ⲁⲃⲣⲁϩⲁⲙ	ⲁⲃⲣⲁϩⲁⲙ	NPROP
60994345	ⲓ̈ⲥⲁⲁⲕ	conj	ⲓⲥⲁⲁⲕ	ⲓⲥⲁⲁⲕ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60994345	ⲓ̈ⲥⲁⲁⲕ	conj	ⲓⲥⲁⲁⲕ	ⲓⲥⲁⲁⲕ	NPROP
60995146	ⲗⲁⲃⲁⲛ	nsubj	ⲗⲁⲃⲁⲛ	ⲗⲁⲃⲁⲛ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60995146	ⲗⲁⲃⲁⲛ	nsubj	ⲗⲁⲃⲁⲛ	ⲗⲁⲃⲁⲛ	NPROP
60995336	ⲭⲁ ⲛⲁⲁⲛ	obl	ⲭⲁⲛⲁⲁⲛ	ⲭⲁⲛⲁⲁⲛ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60995336	ⲭⲁ ⲛⲁⲁⲛ	obl	ⲭⲁⲛⲁⲁⲛ	ⲭⲁⲛⲁⲁⲛ	NPROP
60995432	ⲓ̄ⲁⲕⲱⲃ	dislocated	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60995432	ⲓ̄ⲁⲕⲱⲃ	dislocated	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP
60995753	ⲗⲁⲃⲁⲛ	obl	ⲗⲁⲃⲁⲛ	ⲗⲁⲃⲁⲛ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60995753	ⲗⲁⲃⲁⲛ	obl	ⲗⲁⲃⲁⲛ	ⲗⲁⲃⲁⲛ	NPROP
60995866	ⲓ̄ⲁⲕⲱⲃ	obl	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60995866	ⲓ̄ⲁⲕⲱⲃ	obl	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP
60995928	ⲓ̄ⲁⲕⲱⲃ	obl	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60995928	ⲓ̄ⲁⲕⲱⲃ	obl	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP
60995938	ⲗⲁⲃⲁⲛ	root	ⲗⲁⲃⲁⲛ	ⲗⲁⲃⲁⲛ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60995938	ⲗⲁⲃⲁⲛ	root	ⲗⲁⲃⲁⲛ	ⲗⲁⲃⲁⲛ	NPROP
60996319	ⲓ̄ⲁⲕⲱⲃ	obl	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60996319	ⲓ̄ⲁⲕⲱⲃ	obl	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP
60996375	ⲓ̄ⲁⲕⲱⲃ	nsubj	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60996375	ⲓ̄ⲁⲕⲱⲃ	nsubj	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP
60996390	ⲗⲁ ⲃⲁⲛ	obl	ⲗⲁⲃⲁⲛ	ⲗⲁⲃⲁⲛ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60996390	ⲗⲁ ⲃⲁⲛ	obl	ⲗⲁⲃⲁⲛ	ⲗⲁⲃⲁⲛ	NPROP
60996427	ⲥⲁⲃⲏⲗ	ccomp	ⲥⲁⲃⲏⲗ	ⲥⲁⲃⲏⲗ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60996427	ⲥⲁⲃⲏⲗ	ccomp	ⲥⲁⲃⲏⲗ	ⲥⲁⲃⲏⲗ	NPROP
60996475	ⲁⲃⲣⲁ ϩⲁⲙ	appos	ⲁⲃⲣⲁϩⲁⲙ	ⲁⲃⲣⲁϩⲁⲙ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60996475	ⲁⲃⲣⲁ ϩⲁⲙ	appos	ⲁⲃⲣⲁϩⲁⲙ	ⲁⲃⲣⲁϩⲁⲙ	NPROP
60996510	ⲓ̈ⲥⲁⲁⲕ	nmod	ⲓⲥⲁⲁⲕ	ⲓⲥⲁⲁⲕ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60996510	ⲓ̈ⲥⲁⲁⲕ	nmod	ⲓⲥⲁⲁⲕ	ⲓⲥⲁⲁⲕ	NPROP
60996960	ⲕⲏⲙⲉ	obl	ⲕⲏⲙⲉ	ⲕⲏⲙⲉ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60996960	ⲕⲏⲙⲉ	obl	ⲕⲏⲙⲉ	ⲕⲏⲙⲉ	NPROP
60997026	ⲓ̂ⲱⲥⲏⲫ	nsubj	ⲓⲱⲥⲏⲫ	ⲓⲱⲥⲏⲫ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60997026	ⲓ̂ⲱⲥⲏⲫ	nsubj	ⲓⲱⲥⲏⲫ	ⲓⲱⲥⲏⲫ	NPROP
60997092	ⲓ̄ⲁⲕⲱⲃ	nmod	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60997092	ⲓ̄ⲁⲕⲱⲃ	nmod	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP
60997340	ⲓ̄ⲁⲕⲱⲃ	nsubj	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP	johannes.canons.FA143-158	Diliana Atanassova, Caroline T. Schroeder, Elizabeth Platte	johannes.canons	2019-09-30	3.0.0	60997340	ⲓ̄ⲁⲕⲱⲃ	nsubj	ⲓⲁⲕⲱⲃ	ⲓⲁⲕⲱⲃ	NPROP
